"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","participant_id","view_history","rt","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","win_width_deg","win_height_deg","stimulus","response","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","illusion"
"","","","","","html-keyboard-response","125","230547","0.0-10.0-29.0","329163","","609","","","","","","","","","","
    <p>How confident are you in your response? Press the corresponding keys from 1 to 5 based on your experience</p>
    <ul id=""confidence-levels"">
      <li id=""conf-1"">1: Not at all confident</li>
      <li id=""conf-2"">2: Slightly confident</li>
      <li id=""conf-3"">3: Somewhat confident</li>
      <li id=""conf-4"">4: Very confident</li>
      <li id=""conf-5"">5: Completely confident</li>
    </ul>","2","","","","","","",""
"","","","","","psychophysics","126","231532","0.0-10.0-30.0","329163","","975","","","","","","","","","","","2","key","2","16.664627118644372","768","250","1","YES"
"","","","","","html-keyboard-response","127","232150","0.0-10.0-31.0","329163","","617","","","","","","","","","","
    <p>How confident are you in your response? Press the corresponding keys from 1 to 5 based on your experience</p>
    <ul id=""confidence-levels"">
      <li id=""conf-1"">1: Not at all confident</li>
      <li id=""conf-2"">2: Slightly confident</li>
      <li id=""conf-3"">3: Somewhat confident</li>
      <li id=""conf-4"">4: Very confident</li>
      <li id=""conf-5"">5: Completely confident</li>
    </ul>","2","","","","","","",""
"","","","","","psychophysics","128","233222","0.0-10.0-32.0","329163","","1066","","","","","","","","","","","2","key","2","16.915484374999778","768","250","2","YES"
"","","","","","html-keyboard-response","129","233803","0.0-10.0-33.0","329163","","580","","","","","","","","","","
    <p>How confident are you in your response? Press the corresponding keys from 1 to 5 based on your experience</p>
    <ul id=""confidence-levels"">
      <li id=""conf-1"">1: Not at all confident</li>
      <li id=""conf-2"">2: Slightly confident</li>
      <li id=""conf-3"">3: Somewhat confident</li>
      <li id=""conf-4"">4: Very confident</li>
      <li id=""conf-5"">5: Completely confident</li>
    </ul>","2","","","","","","",""
"","","","","","psychophysics","130","234827","0.0-10.0-34.0","329163","","1019","","","","","","","","","","","2","key","2","16.6606885245901","768","250","2","NO"
"","","","","","html-keyboard-response","131","235704","0.0-10.0-35.0","329163","","876","","","","","","","","","","
    <p>How confident are you in your response? Press the corresponding keys from 1 to 5 based on your experience</p>
    <ul id=""confidence-levels"">
      <li id=""conf-1"">1: Not at all confident</li>
      <li id=""conf-2"">2: Slightly confident</li>
      <li id=""conf-3"">3: Somewhat confident</li>
      <li id=""conf-4"">4: Very confident</li>
      <li id=""conf-5"">5: Completely confident</li>
    </ul>","2","","","","","","",""
"","","","","","psychophysics","132","236662","0.0-10.0-36.0","329163","","954","","","","","","","","","","","2","key","2","16.658385964912124","768","250","2","NO"
"","","","","","html-keyboard-response","133","237236","0.0-10.0-37.0","329163","","573","","","","","","","","","","
    <p>How confident are you in your response? Press the corresponding keys from 1 to 5 based on your experience</p>
    <ul id=""confidence-levels"">
      <li id=""conf-1"">1: Not at all confident</li>
      <li id=""conf-2"">2: Slightly confident</li>
      <li id=""conf-3"">3: Somewhat confident</li>
      <li id=""conf-4"">4: Very confident</li>
      <li id=""conf-5"">5: Completely confident</li>
    </ul>","2","","","","","","",""
"","","","","","psychophysics","134","238321","0.0-10.0-38.0","329163","","1080","","","","","","","","","","","2","key","2","16.66183076923077","768","250","1","YES"
"","","","","","html-keyboard-response","135","239128","0.0-10.0-39.0","329163","","806","","","","","","","","","","
    <p>How confident are you in your response? Press the corresponding keys from 1 to 5 based on your experience</p>
    <ul id=""confidence-levels"">
      <li id=""conf-1"">1: Not at all confident</li>
      <li id=""conf-2"">2: Slightly confident</li>
      <li id=""conf-3"">3: Somewhat confident</li>
      <li id=""conf-4"">4: Very confident</li>
      <li id=""conf-5"">5: Completely confident</li>
    </ul>","2","","","","","","",""
"","","","","","psychophysics","136","240188","0.0-10.0-40.0","329163","","1058","","","","","","","","","","","2","key","2","16.6560468749999","768","250","1","YES"
"","","","","","html-keyboard-response","137","240896","0.0-10.0-41.0","329163","","707","","","","","","","","","","
    <p>How confident are you in your response? Press the corresponding keys from 1 to 5 based on your experience</p>
    <ul id=""confidence-levels"">
      <li id=""conf-1"">1: Not at all confident</li>
      <li id=""conf-2"">2: Slightly confident</li>
      <li id=""conf-3"">3: Somewhat confident</li>
      <li id=""conf-4"">4: Very confident</li>
      <li id=""conf-5"">5: Completely confident</li>
    </ul>","2","","","","","","",""
"","","","","","psychophysics","138","241865","0.0-10.0-42.0","329163","","965","","","","","","","","","","","2","key","2","16.656830508474524","768","250","2","YES"
"","","","","","html-keyboard-response","139","242462","0.0-10.0-43.0","329163","","596","","","","","","","","","","
    <p>How confident are you in your response? Press the corresponding keys from 1 to 5 based on your experience</p>
    <ul id=""confidence-levels"">
      <li id=""conf-1"">1: Not at all confident</li>
      <li id=""conf-2"">2: Slightly confident</li>
      <li id=""conf-3"">3: Somewhat confident</li>
      <li id=""conf-4"">4: Very confident</li>
      <li id=""conf-5"">5: Completely confident</li>
    </ul>","2","","","","","","",""
"","","","","","psychophysics","140","243405","0.0-10.0-44.0","329163","","938","","","","","","","","","","","2","key","2","16.663596491227764","768","250","2","NO"
"","","","","","html-keyboard-response","141","244005","0.0-10.0-45.0","329163","","600","","","","","","","","","","
    <p>How confident are you in your response? Press the corresponding keys from 1 to 5 based on your experience</p>
    <ul id=""confidence-levels"">
      <li id=""conf-1"">1: Not at all confident</li>
      <li id=""conf-2"">2: Slightly confident</li>
      <li id=""conf-3"">3: Somewhat confident</li>
      <li id=""conf-4"">4: Very confident</li>
      <li id=""conf-5"">5: Completely confident</li>
    </ul>","2","","","","","","",""
"","","","","","psychophysics","142","245056","0.0-10.0-46.0","329163","","1048","","","","","","","","","","","2","key","2","16.655222222221912","768","250","2","YES"
"","","","","","html-keyboard-response","143","245683","0.0-10.0-47.0","329163","","626","","","","","","","","","","
    <p>How confident are you in your response? Press the corresponding keys from 1 to 5 based on your experience</p>
    <ul id=""confidence-levels"">
      <li id=""conf-1"">1: Not at all confident</li>
      <li id=""conf-2"">2: Slightly confident</li>
      <li id=""conf-3"">3: Somewhat confident</li>
      <li id=""conf-4"">4: Very confident</li>
      <li id=""conf-5"">5: Completely confident</li>
    </ul>","2","","","","","","",""
"","","","","","psychophysics","144","246759","0.0-10.0-48.0","329163","","1075","","","","","","","","","","","2","key","2","16.660406249999596","768","250","2","YES"
"","","","","","html-keyboard-response","145","247435","0.0-10.0-49.0","329163","","674","","","","","","","","","","
    <p>How confident are you in your response? Press the corresponding keys from 1 to 5 based on your experience</p>
    <ul id=""confidence-levels"">
      <li id=""conf-1"">1: Not at all confident</li>
      <li id=""conf-2"">2: Slightly confident</li>
      <li id=""conf-3"">3: Somewhat confident</li>
      <li id=""conf-4"">4: Very confident</li>
      <li id=""conf-5"">5: Completely confident</li>
    </ul>","2","","","","","","",""
"","","","","","psychophysics","146","248896","0.0-10.0-50.0","329163","","1457","","","","","","","","","","","2","key","2","16.661738636363722","768","250","2","NO"
"","","","","","html-keyboard-response","147","249654","0.0-10.0-51.0","329163","","757","","","","","","","","","","
    <p>How confident are you in your response? Press the corresponding keys from 1 to 5 based on your experience</p>
    <ul id=""confidence-levels"">
      <li id=""conf-1"">1: Not at all confident</li>
      <li id=""conf-2"">2: Slightly confident</li>
      <li id=""conf-3"">3: Somewhat confident</li>
      <li id=""conf-4"">4: Very confident</li>
      <li id=""conf-5"">5: Completely confident</li>
    </ul>","2","","","","","","",""
"","","","","","psychophysics","148","250683","0.0-10.0-52.0","329163","","1027","","","","","","","","","","","2","key","2","16.664274193548348","768","250","1","YES"
"","","","","","html-keyboard-response","149","251405","0.0-10.0-53.0","329163","","722","","","","","","","","","","
    <p>How confident are you in your response? Press the corresponding keys from 1 to 5 based on your experience</p>
    <ul id=""confidence-levels"">
      <li id=""conf-1"">1: Not at all confident</li>
      <li id=""conf-2"">2: Slightly confident</li>
      <li id=""conf-3"">3: Somewhat confident</li>
      <li id=""conf-4"">4: Very confident</li>
      <li id=""conf-5"">5: Completely confident</li>
    </ul>","2","","","","","","",""
"","","","","","psychophysics","150","252472","0.0-10.0-54.0","329163","","1065","","","","","","","","","","","2","key","2","16.655109374999938","768","250","2","NO"
"","","","","","html-keyboard-response","151","253086","0.0-10.0-55.0","329163","","613","","","","","","","","","","
    <p>How confident are you in your response? Press the corresponding keys from 1 to 5 based on your experience</p>
    <ul id=""confidence-levels"">
      <li id=""conf-1"">1: Not at all confident</li>
      <li id=""conf-2"">2: Slightly confident</li>
      <li id=""conf-3"">3: Somewhat confident</li>
      <li id=""conf-4"">4: Very confident</li>
      <li id=""conf-5"">5: Completely confident</li>
    </ul>","2","","","","","","",""
"","","","","","psychophysics","152","254182","0.0-10.0-56.0","329163","","1091","","","","","","","","","","","2","key","2","16.659909090909146","768","250","1","YES"
"","","","","","html-keyboard-response","153","254742","0.0-10.0-57.0","329163","","560","","","","","","","","","","
    <p>How confident are you in your response? Press the corresponding keys from 1 to 5 based on your experience</p>
    <ul id=""confidence-levels"">
      <li id=""conf-1"">1: Not at all confident</li>
      <li id=""conf-2"">2: Slightly confident</li>
      <li id=""conf-3"">3: Somewhat confident</li>
      <li id=""conf-4"">4: Very confident</li>
      <li id=""conf-5"">5: Completely confident</li>
    </ul>","2","","","","","","",""
"","","","","","psychophysics","154","255741","0.0-10.0-58.0","329163","","994","","","","","","","","","","","2","key","2","16.93840677966117","768","250","2","YES"
"","","","","","html-keyboard-response","155","256362","0.0-10.0-59.0","329163","","621","","","","","","","","","","
    <p>How confident are you in your response? Press the corresponding keys from 1 to 5 based on your experience</p>
    <ul id=""confidence-levels"">
      <li id=""conf-1"">1: Not at all confident</li>
      <li id=""conf-2"">2: Slightly confident</li>
      <li id=""conf-3"">3: Somewhat confident</li>
      <li id=""conf-4"">4: Very confident</li>
      <li id=""conf-5"">5: Completely confident</li>
    </ul>","2","","","","","","",""
"","","","","","psychophysics","156","257290","0.0-10.0-60.0","329163","","924","","","","","","","","","","","2","key","2","16.665363636363658","768","250","1","YES"
"","","","","","html-keyboard-response","157","257944","0.0-10.0-61.0","329163","","653","","","","","","","","","","
    <p>How confident are you in your response? Press the corresponding keys from 1 to 5 based on your experience</p>
    <ul id=""confidence-levels"">
      <li id=""conf-1"">1: Not at all confident</li>
      <li id=""conf-2"">2: Slightly confident</li>
      <li id=""conf-3"">3: Somewhat confident</li>
      <li id=""conf-4"">4: Very confident</li>
      <li id=""conf-5"">5: Completely confident</li>
    </ul>","2","","","","","","",""
"","","","","","psychophysics","158","258910","0.0-10.0-62.0","329163","","962","","","","","","","","","","","2","key","2","16.65579310344865","768","250","2","YES"
"","","","","","html-keyboard-response","159","259534","0.0-10.0-63.0","329163","","624","","","","","","","","","","
    <p>How confident are you in your response? Press the corresponding keys from 1 to 5 based on your experience</p>
    <ul id=""confidence-levels"">
      <li id=""conf-1"">1: Not at all confident</li>
      <li id=""conf-2"">2: Slightly confident</li>
      <li id=""conf-3"">3: Somewhat confident</li>
      <li id=""conf-4"">4: Very confident</li>
      <li id=""conf-5"">5: Completely confident</li>
    </ul>","2","","","","","","",""
"","","","","","psychophysics","160","260604","0.0-10.0-64.0","329163","","1060","","","","","","","","","","","2","key","2","16.658859374999793","768","250","2","YES"
